Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions,Ratings_Imputed,Revenue_Imputed,Airtime_Imputed,SetimentScore_Imputed,BiasScore_Imputed,Viewership_Imputed,Shares_Imputed,AdSpend_Imputed,ControversyFlag_Imputed,MissingDataFlag_Clean,SocialMediaInteractions_Imputed
Shahzeb Khanzada,SAMAA TV,The News,Balochistan,Lahore,Politics,Army chief meets PM over political crisis,58.93298246,20000000.0,169.0,-0.33485856225,3.0,297975.0,127006.0,4447270.372,No,1.0,2021-07-12,Urdu,Pro-Govt,25684.0,True,False,False,True,True,False,False,False,False,1,True
Umar Cheema,ARY News,Dawn,Islamabad,Multan,Media,Ban on talkshows sparks outrage,56.06780072,16172623.0,128.0,0.9204972495,1.0,1015495.0,119789.0,10000000.0,Yes,1.0,2024-08-05,Urdu,Pro-Govt,23456.0,True,False,False,False,False,True,True,False,False,1,True
Mohsin Raza Khan,Dawn News,Jang,Balochistan,Rawalpindi,Judiciary,Court orders release of missing persons,100.0,5000000.0,450.0,-0.2310886424,1.0,1023712.5,109854.0,2840143.408,,1.0,2021-12-03,Urdu,Pro-Govt,29078.5,False,False,False,True,False,True,True,False,True,1,True
Ansar Abbasi,ARY News,Nawa-i-Waqt,Azad Jammu & Kashmir,Islamabad,Sports,Cricket team departs for World Cup,56.06780072,5000000.0,278.0,0.1081336782,3.0,272877.0,199705.0,5000000.0,,1.0,2023-12-23,English,Neutral,25424.0,True,False,True,True,False,False,False,True,True,1,True
Ansar Abbasi,Hum News,Dawn,Islamabad,Multan,Education,Teachers boycott classes in KP,55.49601863,10612082.0,220.0,0.05165317655,3.0,1137773.0,123318.0,5000000.0,Yes,0.0,2018-04-05,Urdu,Neutral,30077.0,True,False,True,True,True,True,False,True,False,1,True
Rauf Klassra,Abb Takk News,Jang,Balochistan,Hyderabad,Education,Private schools increase fees,58.74782338,5000000.0,189.0,-0.9640701345,3.0,1441039.0,181004.0,233063.4826,Yes,,2023-06-25,Urdu,Neutral,49367.0,True,False,True,False,True,False,False,False,False,1,False
Najam Sethi,Dawn News,Jang,Sindh,Quetta,Health,Relief camp set up in Multan,54.31346769,5000000.0,302.0,-0.3217151892,0.0,1880037.0,87806.0,574481.5888,Yes,1.0,2018-02-23,Urdu,Neutral,25866.0,True,True,False,False,False,False,True,False,False,1,True
Owais Tohid,Hum News,Nawa-i-Waqt,Azad Jammu & Kashmir,Quetta,Education,Education ministry faces criticism,55.49601863,20000000.0,201.0,0.05165317655,,1137773.0,106980.0,5000000.0,,,2020-02-28,,,30077.0,True,False,False,True,False,True,True,False,True,1,True
Matiullah Jan,Hum News,Nawa-i-Waqt,Azad Jammu & Kashmir,Quetta,Health,Health crisis follows floods,55.49601863,14431623.0,262.0,-0.046107037395,3.0,1170953.0,102152.5,5000000.0,,,2021-01-20,Urdu,Pro-Govt,10453.0,True,False,True,True,True,True,True,True,True,1,False
Talat Hussain,ARY News,The News,Balochistan,Multan,Politics,Khan addresses rally in Multan,56.06780072,20000000.0,163.0,0.22454799715,,1078978.5,106903.5,10000000.0,Yes,,2021-11-15,Urdu,,11226.0,True,False,False,True,False,True,True,False,False,1,False
Kamran Khan,Hum News,Express Tribune,Khyber Pakhtunkhwa,Karachi,Terrorism,Terrorist attack in Quetta leaves 20 dead,55.49601863,5000000.0,122.0,-1.442194911,3.0,893609.5,97732.0,1278085.058,No,,2021-03-27,Urdu,Opposition,26556.5,True,True,False,False,False,True,True,False,False,1,True
Kamran Khan,ARY News,Express Tribune,Khyber Pakhtunkhwa,Lahore,Judiciary,Chief Justice orders suo moto on Karachi violence,12.65238278,5000000.0,55.0,0.036428137145,,1708897.0,152618.0,5000000.0,Yes,,2018-05-23,,,15172.0,False,False,False,True,False,False,False,True,False,1,False
Talat Hussain,Dawn News,The News,Balochistan,Lahore,Health,Relief camp set up in Multan,65.2629311,5000000.0,262.0,0.476253861,3.0,1104290.5,87806.0,1756746.434,No,1.0,2020-03-21,Urdu,Opposition,49028.0,False,False,True,False,True,True,True,False,False,1,False
Ansar Abbasi,SAMAA TV,Express Tribune,Azad Jammu & Kashmir,Rawalpindi,Health,Punjab bans junk food in schools,58.93298246,1037837.0,281.5,-0.2223842574,3.0,1123518.0,141330.0,2077178.214,,0.0,2018-08-03,Urdu,Opposition,23224.0,True,False,True,True,True,True,False,False,True,1,True
Mohsin Raza Khan,Geo News,Dawn,Punjab,Islamabad,Politics,Army chief meets PM over political crisis,58.592160105000005,5000000.0,154.0,-1.150469482,4.0,961484.5,103314.5,5000000.0,No,0.0,2021-06-06,Urdu,Pro-Govt,39719.0,True,True,False,False,False,True,True,True,False,1,False
Shahzeb Khanzada,SAMAA TV,Nawa-i-Waqt,Azad Jammu & Kashmir,Hyderabad,Media,PEMRA issues warning to multiple channels,58.93298246,5000000.0,229.0,0.095366066805,3.0,1768640.0,16407.0,10000000.0,,,2024-10-18,,Neutral,43969.0,True,True,True,True,True,False,False,False,True,1,False
Matiullah Jan,Geo News,Jang,Punjab,Rawalpindi,Media,PEMRA issues warning to multiple channels,58.592160105000005,5000000.0,206.0,-0.038432283205,3.0,849756.0,30573.0,1565129.601,Yes,0.0,2020-04-07,,Pro-Govt,28297.0,True,False,True,True,True,True,False,False,False,1,True
Talat Hussain,Dawn News,Nawa-i-Waqt,Balochistan,Peshawar,Health,Thousands displaced due to rains,18.07561181,5000000.0,262.0,1.410584448,0.0,1104290.5,87806.0,4978639.238,No,,2019-03-13,English,Opposition,25866.0,False,True,True,False,False,True,True,False,False,1,True
Mohsin Raza Khan,Express News,The News,Khyber Pakhtunkhwa,Lahore,Judiciary,SC disqualifies minister in assets case,59.56691534,5000000.0,252.0,-0.6089913216,3.0,1130490.0,175648.0,4063755.702,Yes,,2021-04-16,,Pro-Govt,25777.0,True,False,True,False,True,True,False,False,False,1,True
Kamran Khan,Geo News,Dawn,Punjab,Karachi,Sports,Women cricket team sets new record,58.592160105000005,5000000.0,12.0,-0.7405442487,,1012541.0,99141.0,5000000.0,Yes,1.0,2024-11-07,Urdu,,33248.0,True,False,False,False,True,True,True,False,False,1,False
Asma Shirazi,Abb Takk News,The News,Islamabad,Quetta,Economy,Pakistan seeks investment from Gulf countries,74.54304655,20000000.0,133.0,0.2520852213,3.0,873051.5,118146.0,2407792.811,No,0.0,2018-04-11,English,Pro-Govt,6265.0,False,False,False,True,True,True,True,False,False,1,False
Kamran Khan,ARY News,Express Tribune,Islamabad,Rawalpindi,Judiciary,Lawyers boycott proceedings,56.06780072,5000000.0,32.0,0.036428137145,4.0,999644.0,40533.0,3411803.232,Yes,,2021-10-10,Urdu,Opposition,32372.0,True,True,False,True,False,True,False,False,False,1,False
Ansar Abbasi,Hum News,Dawn,Balochistan,Multan,Sports,International squash event begins in Islamabad,55.49601863,1000000.0,426.0,1.055229809,3.0,847993.5,90563.0,5000000.0,,0.0,2021-08-10,,Opposition,23517.0,True,False,False,False,True,True,True,True,True,1,True
Asma Shirazi,ARY News,Daily Pakistan,Islamabad,Hyderabad,Health,Villages submerged in southern Punjab,94.29389367,3684871.0,184.0,-0.8103667918,,1000345.0,53618.0,2012737.446,Yes,,2022-05-14,Urdu,,24817.0,False,False,False,False,False,True,False,False,False,1,True
Kamran Khan,ARY News,The News,Azad Jammu & Kashmir,Peshawar,Judiciary,Lawyers boycott proceedings,77.62843552,13727506.0,243.0,0.036428137145,,1884615.0,29151.0,10000000.0,No,,2022-05-01,,,43001.0,False,False,True,True,True,False,False,False,False,1,False
Rauf Klassra,Geo News,Dawn,Sindh,Rawalpindi,Judiciary,High Court stays government decision,58.592160105000005,5000000.0,224.0,0.2060510181,3.0,104997.0,95538.0,2691562.56,,,2019-03-27,English,Opposition,22690.0,True,False,False,False,True,False,True,False,True,1,True
Shahzeb Khanzada,Hum News,Nawa-i-Waqt,Sindh,Karachi,Terrorism,Bomb blast near Karachi market,55.49601863,13471471.0,203.0,-1.72239346,,893609.5,17666.0,10000000.0,No,,2019-01-05,English,,34157.0,True,False,True,False,True,True,False,False,False,1,False
Matiullah Jan,Hum News,The News,Balochistan,Multan,Politics,Army chief meets PM over political crisis,55.49601863,1000000.0,248.5,-0.3266747345,,253252.0,15956.0,10000000.0,Yes,1.0,2024-08-15,English,,10541.0,True,False,True,True,True,False,False,False,False,1,False
Kamran Shahid,Geo News,Nawa-i-Waqt,Sindh,Hyderabad,Media,Dawn faces backlash over editorial,58.592160105000005,1000000.0,206.0,-0.038432283205,4.0,849756.0,44610.0,1670072.344,No,,2025-09-22,English,Pro-Govt,28297.0,True,False,True,True,False,True,False,False,False,1,True
Umar Cheema,ARY News,Express Tribune,Sindh,Islamabad,Media,Dawn faces backlash over editorial,56.06780072,5000000.0,11.0,-0.05195834602,,1015495.0,119789.0,341318.2994,Yes,1.0,2022-02-20,English,,41359.0,True,True,False,True,True,True,True,False,False,1,False
Dr. Shahid Masood,ARY News,Nawa-i-Waqt,Islamabad,Peshawar,Politics,Opposition stages walkout in National Assembly,56.06780072,2702267.0,229.0,0.22454799715,3.0,1078978.5,86722.0,5000000.0,,,2019-01-16,Urdu,Pro-Govt,37451.0,True,False,True,True,True,True,False,False,True,1,False
Ansar Abbasi,Express News,The News,Sindh,Multan,Politics,New tax reforms spark debate in parliament,59.56691534,5000000.0,249.0,-0.688041593,5.0,1126872.0,157435.0,3157174.046,Yes,0.0,2022-12-13,Urdu,Pro-Govt,26148.0,True,False,True,False,False,True,False,False,False,1,True
Owais Tohid,Hum News,Jang,Balochistan,Karachi,Sports,International squash event begins in Islamabad,36.1280016,1000000.0,25.0,-0.5212917461,,192367.0,90563.0,10000000.0,No,1.0,2022-10-13,English,,23517.0,False,False,False,False,True,False,True,False,False,1,True
Umar Cheema,ARY News,The News,Khyber Pakhtunkhwa,Multan,Health,Polio cases reported in KPK,36.46385673,1000000.0,236.0,0.1519138414,3.0,1633950.0,98216.0,1554213.938,Yes,1.0,2022-07-18,Urdu,Neutral,32722.0,False,False,True,True,True,False,False,False,False,1,False
Shahzeb Khanzada,Hum News,Jang,Khyber Pakhtunkhwa,Hyderabad,Health,Floods devastate Sindh villages,65.48572434,1000000.0,262.0,0.4136799182,5.0,1170953.0,4064.0,5000000.0,No,,2025-04-23,,Opposition,28752.0,False,False,True,False,False,True,False,True,False,1,True
Umar Cheema,ARY News,Daily Pakistan,Azad Jammu & Kashmir,Peshawar,Education,University students protest fee hikes,56.06780072,20000000.0,370.0,-0.400758989,3.0,700693.0,55755.0,3871620.947,Yes,0.0,2021-04-06,Urdu,Pro-Govt,35798.0,True,False,False,False,True,False,False,False,False,1,False
Talat Hussain,Express News,Dawn,Khyber Pakhtunkhwa,Lahore,Economy,Pakistan seeks investment from Gulf countries,100.0,18677957.0,274.0,-1.273179566,3.0,163594.0,104768.0,861488.9152,Yes,,2018-01-24,Urdu,Pro-Govt,22454.0,False,False,True,False,True,False,True,False,False,1,True
Kamran Khan,Abb Takk News,Dawn,Islamabad,Peshawar,Health,Doctors protest low salaries,58.74782338,5000000.0,255.0,1.943117022,3.0,305091.0,100636.0,5000000.0,,1.0,2023-01-19,Urdu,Neutral,25763.0,True,True,True,False,True,False,True,False,True,1,True
Kamran Shahid,SAMAA TV,Jang,Sindh,Peshawar,Health,Villages submerged in southern Punjab,99.26360265,16309500.0,272.0,-0.6334050974,,1123518.0,56540.0,10000000.0,Yes,1.0,2023-05-01,Urdu,,23224.0,False,False,False,False,True,True,False,False,False,1,True
Umar Cheema,Express News,Express Tribune,Khyber Pakhtunkhwa,Lahore,Economy,Revenue from tax declines drastically,61.40322412,1000000.0,274.0,0.046992624185,0.0,1095390.5,104768.0,4686037.947,No,1.0,2022-03-03,English,Opposition,44125.0,False,False,True,True,False,True,True,False,False,1,False
Kamran Khan,SAMAA TV,Jang,Khyber Pakhtunkhwa,Islamabad,Education,Matric exams leaked in Karachi,58.93298246,7267032.0,94.0,-0.1194248091,0.0,1552541.0,80925.0,2896154.414,Yes,0.0,2020-09-25,English,Neutral,5580.0,True,False,False,True,False,False,True,False,False,1,False
Najam Sethi,Dawn News,The News,Azad Jammu & Kashmir,Multan,Economy,Remittances fall sharply in July,54.31346769,1000000.0,268.0,0.1821168946,3.0,1003109.0,178114.0,10000000.0,Yes,0.0,2019-08-10,Urdu,Pro-Govt,40760.0,True,False,True,True,True,True,False,False,False,1,False
Rauf Klassra,ARY News,The News,Sindh,Multan,Media,News anchor resigns citing threats,92.77966711,5000000.0,235.0,-0.05195834602,,1015495.0,119789.0,5000000.0,No,1.0,2018-04-26,Urdu,,1713.0,False,True,False,True,False,True,True,False,False,1,False
Dr. Shahid Masood,Hum News,Daily Pakistan,Punjab,Peshawar,Media,Geo TV faces heavy fines by PEMRA,55.49601863,1000000.0,224.0,-0.7222999668,5.0,1061382.0,86808.0,10000000.0,Yes,1.0,2019-05-12,English,Opposition,43160.0,True,False,True,False,False,True,False,False,False,1,False
Mohsin Raza Khan,ARY News,Nawa-i-Waqt,Khyber Pakhtunkhwa,Hyderabad,Health,Dengue cases rising in Lahore hospitals,26.11575046,5000000.0,236.0,-0.9806907955,3.0,931757.0,109149.0,5000000.0,Yes,,2020-05-26,English,Pro-Govt,24817.0,False,True,True,False,True,False,True,False,False,1,True
Mohsin Raza Khan,SAMAA TV,Nawa-i-Waqt,Sindh,Peshawar,Sports,Cricket team departs for World Cup,72.40549123,20000000.0,260.0,-0.01208396201,,946699.0,102032.0,10000000.0,Yes,1.0,2019-03-18,English,,27097.0,False,False,True,True,True,True,True,False,False,1,True
Mohsin Raza Khan,Geo News,The News,Islamabad,Karachi,Politics,New tax reforms spark debate in parliament,92.02885921,20000000.0,360.0,0.2819112643,3.0,961484.5,117393.0,10000000.0,No,1.0,2022-05-16,Urdu,Opposition,26014.0,False,False,False,True,True,True,False,False,False,1,True
Owais Tohid,Geo News,Daily Pakistan,Azad Jammu & Kashmir,Hyderabad,Sports,PSL Final: Lahore Qalandars vs Karachi Kings,58.592160105000005,1000000.0,213.0,-0.096119841525,3.0,1012541.0,47360.0,10000000.0,Yes,0.0,2020-04-24,English,Pro-Govt,23597.0,True,False,False,True,True,True,False,False,False,1,True
Mohsin Raza Khan,Geo News,Jang,Punjab,Multan,Health,NDMA warns of heavy rains in Punjab,68.15579379,1000000.0,2.0,0.8876446633,3.0,1087522.0,99362.0,5000000.0,Yes,0.0,2022-10-15,Urdu,Opposition,898.0,False,False,False,False,True,True,True,False,False,1,False
Asma Shirazi,Dawn News,Jang,Khyber Pakhtunkhwa,Quetta,Health,Health crisis follows floods,0.0,3710843.0,262.0,-0.08999652479,3.0,1104290.5,135502.0,10000000.0,Yes,,2021-10-18,Urdu,Opposition,25866.0,False,False,True,True,True,True,False,False,False,1,True
Kamran Khan,ARY News,Nawa-i-Waqt,Islamabad,Peshawar,Sports,Hockey team faces funding crisis,75.10545598,20000000.0,44.0,0.1081336782,1.0,1098347.0,87695.5,5000000.0,No,,2018-05-13,English,Opposition,3376.0,False,False,False,True,False,True,True,True,False,1,False
Mohsin Raza Khan,ARY News,The News,Azad Jammu & Kashmir,Multan,Economy,Government launches CPEC project in Gwadar,56.06780072,5000000.0,230.5,0.019117020443,,984303.0,188025.0,5000000.0,,1.0,2025-12-07,,,47768.0,True,False,True,True,True,True,False,False,True,1,False
Owais Tohid,ARY News,Express Tribune,Azad Jammu & Kashmir,Rawalpindi,Judiciary,Top court rejects NAB report,100.0,20000000.0,476.0,-0.7443283637,3.0,999644.0,95441.0,10000000.0,Yes,0.0,2019-05-18,English,Neutral,7119.0,False,False,False,False,True,True,False,False,False,1,False
Nusrat Javed,Express News,Jang,Khyber Pakhtunkhwa,Multan,Economy,Remittances fall sharply in July,0.0,1000000.0,384.0,0.046992624185,4.0,1095390.5,85373.0,4348659.821,Yes,0.0,2024-12-13,,Neutral,22454.0,False,False,False,True,False,True,False,False,False,1,True
Kamran Shahid,SAMAA TV,Nawa-i-Waqt,Balochistan,Multan,Crime,Counter-terrorism department arrests suspects,100.0,1000000.0,288.0,1.966149475,,1235727.0,58081.0,5000000.0,No,,2018-08-24,,,36946.0,False,False,True,False,True,True,False,True,False,1,False
Kamran Khan,Hum News,Jang,Azad Jammu & Kashmir,Hyderabad,Economy,Dollar hits 300 in open market,62.13941658,1000000.0,233.5,-0.15559362264999999,3.0,803618.0,63386.0,10000000.0,No,1.0,2021-12-27,Urdu,Opposition,46566.0,False,False,True,True,False,True,False,False,False,1,False
Asma Shirazi,SAMAA TV,Daily Pakistan,Khyber Pakhtunkhwa,Lahore,Judiciary,Chief Justice orders suo moto on Karachi violence,58.93298246,6482090.0,476.0,0.1385689893,3.0,892989.0,78940.0,3921575.298,No,0.0,2022-03-14,English,Neutral,4641.0,True,False,False,True,True,True,False,False,False,1,False
Kamran Shahid,Express News,Nawa-i-Waqt,Khyber Pakhtunkhwa,Islamabad,Health,Punjab bans junk food in schools,59.56691534,5000000.0,259.0,0.3304978546,1.0,871443.0,56102.0,5000000.0,No,,2021-09-02,English,Opposition,15396.0,True,False,True,True,False,False,False,True,False,1,False
Asma Shirazi,SAMAA TV,Express Tribune,Balochistan,Rawalpindi,Media,Geo TV faces heavy fines by PEMRA,58.93298246,5000000.0,229.0,0.095366066805,3.0,800603.0,9808.0,5000000.0,Yes,1.0,2025-02-05,,Opposition,28613.0,True,True,True,True,True,False,False,True,False,1,True
Kamran Khan,Geo News,Express Tribune,Khyber Pakhtunkhwa,Hyderabad,Media,PEMRA issues warning to multiple channels,58.592160105000005,5000000.0,287.0,-0.038432283205,,849756.0,109515.5,2635394.836,No,1.0,2025-06-18,,,30264.0,True,False,False,True,True,True,True,False,False,1,False
Saleem Safi,ARY News,Daily Pakistan,Sindh,Hyderabad,Sports,Pakistan faces defeat in hockey series,0.0,5000000.0,278.0,0.1081336782,3.0,1098347.0,135221.0,5000000.0,Yes,0.0,2022-04-04,English,Opposition,13355.0,False,True,True,True,True,True,False,False,False,1,False
Saleem Safi,Hum News,Jang,Punjab,Peshawar,Terrorism,Militant hideout destroyed in KPK,59.26903115,15805179.0,203.0,0.015123105319499999,3.0,893609.5,126804.0,5000000.0,Yes,,2018-12-23,Urdu,Neutral,26556.5,False,False,True,True,True,True,False,True,False,1,True
Saleem Safi,Express News,The News,Balochistan,Islamabad,Terrorism,TTP commander killed in operation,59.56691534,5000000.0,413.0,1.944664838,,183907.0,79747.0,5000000.0,Yes,,2018-06-11,English,,43803.0,True,True,False,False,False,False,True,False,False,1,False
Umar Cheema,Dawn News,Express Tribune,Islamabad,Quetta,Health,Thousands displaced due to rains,54.31346769,5000000.0,410.0,-0.08999652479,3.0,1039657.0,21754.0,3967612.305,Yes,,2025-11-20,English,Opposition,2507.0,True,False,False,True,True,False,False,False,False,1,False
Talat Hussain,SAMAA TV,Dawn,Sindh,Peshawar,Judiciary,Chief Justice orders suo moto on Karachi violence,58.93298246,5000000.0,300.0,0.1385689893,0.0,892989.0,108679.0,2029692.802,Yes,1.0,2022-10-23,,Pro-Govt,25565.0,True,False,True,True,False,True,True,False,False,1,True
Dr. Shahid Masood,ARY News,Express Tribune,Khyber Pakhtunkhwa,Islamabad,Terrorism,Quetta blast: ISPR releases statement,80.56976219,20000000.0,227.0,0.13618633759999998,4.0,1110405.0,27746.0,5000000.0,,0.0,2020-01-02,Urdu,Opposition,2258.0,False,False,True,True,False,True,False,False,True,1,False
Rauf Klassra,Hum News,Nawa-i-Waqt,Islamabad,Quetta,Politics,Opposition stages walkout in National Assembly,55.49601863,1000000.0,248.5,-1.416551146,3.0,953029.5,105099.5,5000000.0,Yes,1.0,2022-09-13,,Pro-Govt,7962.0,True,False,True,False,True,True,True,True,False,1,False
Shahzeb Khanzada,ARY News,Jang,Azad Jammu & Kashmir,Peshawar,Economy,Pakistan seeks investment from Gulf countries,56.06780072,15347436.0,230.5,-1.736631766,5.0,859082.0,101616.0,5000000.0,,,2021-11-09,English,Opposition,25935.5,True,False,True,False,False,False,True,False,True,1,True
Umar Cheema,SAMAA TV,Daily Pakistan,Azad Jammu & Kashmir,Islamabad,Economy,Remittances fall sharply in July,90.18338368,20000000.0,219.0,0.088017855335,,1120049.0,95643.5,5000000.0,No,0.0,2025-06-01,Urdu,,6338.0,False,False,False,True,False,True,True,False,False,1,False
Rauf Klassra,Geo News,Express Tribune,Punjab,Karachi,Health,Punjab bans junk food in schools,58.592160105000005,1000000.0,362.0,-0.01462863279,,1087522.0,187637.0,1763625.338,No,0.0,2021-02-18,English,,3358.0,True,False,False,True,False,True,False,False,False,1,False
Kamran Khan,Geo News,Express Tribune,Punjab,Multan,Media,"Media freedom at risk, says HRCP report",82.53889766,20000000.0,245.0,-1.574886667,3.0,849756.0,127751.0,5000000.0,Yes,0.0,2022-01-13,,Opposition,24725.0,False,False,False,False,True,True,False,False,False,1,False
Mohsin Raza Khan,ARY News,The News,Punjab,Quetta,Sports,Pakistan faces defeat in hockey series,100.0,1000000.0,497.0,0.1081336782,3.0,1098347.0,87695.5,10000000.0,Yes,,2025-08-24,Urdu,Neutral,41340.0,False,False,False,True,True,True,True,False,False,1,False
Owais Tohid,ARY News,Jang,Islamabad,Peshawar,Education,New universities to be established,56.06780072,5000000.0,404.0,1.875865097,3.0,982689.0,95316.0,1354622.232,No,0.0,2025-01-11,Urdu,Neutral,22704.0,True,True,False,False,True,True,True,False,False,1,True
Kamran Khan,Express News,Express Tribune,Sindh,Quetta,Health,Aid for Balochistan still missing,47.7763139,1000000.0,429.0,0.3304978546,3.0,1331112.0,6690.0,10000000.0,No,,2023-10-14,Urdu,Pro-Govt,23014.0,False,False,False,True,True,True,False,False,False,1,True
Shahzeb Khanzada,Dawn News,Jang,Balochistan,Peshawar,Sports,Babar Azam century wins the game,88.11519309,20000000.0,259.0,-0.1226642462,3.0,1033934.0,93171.0,10000000.0,,0.0,2019-04-28,English,Opposition,26820.5,False,False,True,True,True,True,True,False,True,1,True
Rauf Klassra,Abb Takk News,Jang,Balochistan,Islamabad,Judiciary,Top court rejects NAB report,58.74782338,5000000.0,206.0,0.8611326766,3.0,211893.0,76172.5,5000000.0,Yes,1.0,2022-01-09,English,Neutral,2681.0,True,True,True,False,True,False,True,False,False,1,False
Kamran Shahid,SAMAA TV,Dawn,Islamabad,Karachi,Media,Ban on talkshows sparks outrage,5.799386572,5000000.0,229.0,0.095366066805,3.0,928205.0,104267.0,5000000.0,No,,2025-02-10,,Opposition,28613.0,False,True,True,True,True,True,True,False,False,1,True
Shahzeb Khanzada,Express News,Dawn,Khyber Pakhtunkhwa,Islamabad,Media,Newspaper circulation declines,59.56691534,5000000.0,231.0,-0.9037449892,0.0,929361.5,124084.0,10000000.0,Yes,0.0,2025-02-26,English,Pro-Govt,22760.0,True,True,True,False,False,True,False,False,False,1,True
Ansar Abbasi,Geo News,The News,Khyber Pakhtunkhwa,Quetta,Health,Punjab bans junk food in schools,58.592160105000005,1000000.0,459.0,-0.01462863279,,1541567.0,99362.0,5000000.0,Yes,,2022-03-11,Urdu,,39987.0,True,False,False,True,False,False,True,True,False,1,False
Ansar Abbasi,Dawn News,Dawn,Sindh,Quetta,Media,PEMRA issues warning to multiple channels,54.31346769,1000000.0,288.0,0.23202426934999998,3.0,939869.0,109509.0,10000000.0,,,2018-07-25,English,Neutral,26375.5,True,False,False,True,True,True,True,False,True,1,True
Umar Cheema,Hum News,Jang,Khyber Pakhtunkhwa,Karachi,Economy,Remittances fall sharply in July,55.49601863,5000000.0,233.5,-0.04257689071,3.0,803618.0,109882.5,5000000.0,Yes,,2020-12-23,English,Neutral,21345.0,True,False,True,False,True,True,True,False,False,1,False
Talat Hussain,ARY News,Daily Pakistan,Sindh,Peshawar,Sports,Pakistan football team defeats India,76.20707962,1000000.0,278.0,-1.192954349,3.0,1098347.0,9751.0,10000000.0,No,1.0,2023-03-21,Urdu,Pro-Govt,27321.0,False,False,True,False,True,True,False,False,False,1,False
Matiullah Jan,ARY News,The News,Balochistan,Hyderabad,Politics,Khan addresses rally in Multan,50.40606288,5000000.0,226.0,0.5959460099,3.0,1078978.5,86314.0,1983600.293,No,1.0,2025-05-22,Urdu,Pro-Govt,22870.0,False,False,False,False,True,True,False,False,False,1,True
Kamran Khan,Hum News,Dawn,Azad Jammu & Kashmir,Peshawar,Health,Thousands displaced due to rains,55.49601863,5000000.0,262.0,-0.046107037395,2.0,1170953.0,23736.0,5000000.0,,0.0,2020-09-19,,Neutral,14691.0,True,False,True,True,False,True,False,True,True,1,False
Mohsin Raza Khan,SAMAA TV,Daily Pakistan,Khyber Pakhtunkhwa,Quetta,Health,Hospitals face medicine shortages,18.37915217,20000000.0,466.0,-0.2223842574,2.0,835024.0,94237.5,5000000.0,No,1.0,2025-01-28,,Pro-Govt,23224.0,False,False,False,True,False,False,True,False,False,1,True
Rauf Klassra,ARY News,Daily Pakistan,Punjab,Multan,Health,Health workers go on strike in Punjab,41.09162692,1000000.0,236.0,0.1519138414,3.0,190324.0,109149.0,5000000.0,,0.0,2025-01-23,Urdu,Neutral,24817.0,False,False,True,True,True,False,True,True,True,1,True
Ansar Abbasi,Geo News,Express Tribune,Sindh,Karachi,Education,Punjab launches scholarship scheme,79.93868849,1000000.0,275.0,-1.842512869,3.0,450402.0,109541.0,1470677.721,Yes,,2025-07-14,,Neutral,33359.0,False,False,True,False,True,False,False,False,False,1,False
Mohsin Raza Khan,Geo News,Nawa-i-Waqt,Khyber Pakhtunkhwa,Hyderabad,Politics,Flood relief funds under scrutiny,58.592160105000005,20000000.0,216.5,0.2819112643,2.0,961484.5,103314.5,10000000.0,Yes,,2018-04-27,English,Opposition,26014.0,True,False,True,True,False,True,True,False,False,1,True
Shahzeb Khanzada,ARY News,Express Tribune,Khyber Pakhtunkhwa,Rawalpindi,Health,Polio cases reported in KPK,56.06780072,1000000.0,236.0,-0.3033159706,3.0,1000345.0,191469.0,5000000.0,No,0.0,2019-02-05,Urdu,Neutral,24817.0,True,False,True,False,True,True,False,False,False,1,True
Ansar Abbasi,Geo News,Jang,Sindh,Rawalpindi,Sports,Karachi Kings beat Multan Sultans,58.592160105000005,20000000.0,246.0,0.5480395673,3.0,271624.0,99141.0,4143719.762,Yes,,2021-01-23,Urdu,Neutral,23597.0,True,False,True,False,True,False,True,False,False,1,True
Rauf Klassra,Geo News,The News,Balochistan,Rawalpindi,Health,Thousands displaced due to rains,50.97685868,1000000.0,38.0,-0.01462863279,3.0,1087522.0,91458.0,5000000.0,No,0.0,2019-11-24,Urdu,Opposition,23992.0,False,False,False,True,True,True,False,True,False,1,False
Mohsin Raza Khan,Abb Takk News,Nawa-i-Waqt,Sindh,Peshawar,Media,Cabinet approves controversial media law,58.74782338,1000000.0,262.0,-0.30301584905,,1674332.0,109289.0,10504.37033,Yes,,2020-10-12,Urdu,,3190.0,True,False,True,True,True,False,True,False,False,1,False
Owais Tohid,Hum News,The News,Islamabad,Islamabad,Economy,Pakistan seeks investment from Gulf countries,55.49601863,5000000.0,233.5,1.457516587,,55586.0,109882.5,5000000.0,Yes,0.0,2024-05-12,English,,35031.0,True,True,True,False,False,False,True,False,False,1,False
Umar Cheema,Hum News,Nawa-i-Waqt,Azad Jammu & Kashmir,Multan,Media,Cabinet approves controversial media law,28.88006753,5000000.0,224.0,0.002111780984999999,,1061382.0,103340.0,2251319.012,No,1.0,2018-08-25,English,,31368.0,False,False,True,True,True,True,False,False,False,1,False
Asma Shirazi,Geo News,Express Tribune,Islamabad,Karachi,Terrorism,Five soldiers martyred in ambush,77.68157428,20000000.0,235.0,0.136322051,3.0,987399.0,93643.0,10000000.0,,1.0,2018-09-06,Urdu,Opposition,49013.0,False,False,True,True,True,True,True,False,True,1,False
